tool,formula,variables,formula_id,output,time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,3049,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,3049,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,3050,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,3050,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,3050,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,3051,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3051,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3051,SAT,0.03
all,(G(!p2|Fp3)&G(p0|(Gp2&Gp1))),#r#s#p#q,3053,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!p) || (<>(q))))) && ([](((r) || ((([](s)) && ([](p)))))))),#r#s#p#q,3053,UNSAT,0.03
NUSMV_v260,((G(((!p) | (F(q))))) & (G(((r) | (((G(s)) & (G(p)))))))),#r#s#p#q,3053,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(p2|G(!p1|p3))),#r#s#p#q,3072,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((p) || ([](((!s) || (q)))))))),#r#s#p#q,3072,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((p) | (G(((!s) | (q)))))))),#r#s#p#q,3072,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p0|!p3|p1)),#r#s#p#q,3091,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3091,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3091,SAT,0.03
all,(G(!p0|(G(!p1|!p3)&F!p2))&G(p1|!p3)&G(Gp3|!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3096,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!r) || (((<>(!p)) && ([](((!s) || (!q)))))))))),#r#s#p#q,3096,UNSAT,0.04
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!r) | (((F(!p)) & (G(((!s) | (!q)))))))))),#r#s#p#q,3096,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(Gp3|!p2)&G(!p0|(G(!p1|!p3)&F!p2))),#r#s#p#q,3102,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!r) || (((<>(!p)) && ([](((!s) || (!q)))))))))),#r#s#p#q,3102,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!r) | (((F(!p)) & (G(((!s) | (!q)))))))))),#r#s#p#q,3102,SAT,0.03
all,((F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(Gp3|!p2)&G(!p0|(G(!p1|!p3)&F!p2))),#r#s#p#q,3104,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || ([](q))))) && ([](((!r) || (((<>(!p)) && ([](((!s) || (!q)))))))))),#r#s#p#q,3104,UNSAT,0.04
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (G(q))))) & (G(((!r) | (((F(!p)) & (G(((!s) | (!q)))))))))),#r#s#p#q,3104,SAT,0.03
all,(((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(Gp3|!p2)&G(!p0|(G(!p1|!p3)&F!p2))),#r#s#p#q,3110,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || (((<>(!p)) && ([](((!s) || (!q)))))))))),#r#s#p#q,3110,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((F(!p)) & (G(((!s) | (!q)))))))))),#r#s#p#q,3110,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|(G!p1U!p2))&G(p1|!p3)),#r#s#p#q,3129,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ((([](!s)) U (!p))))))),#r#s#p#q,3129,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((G(!s)) U (!p))))))),#r#s#p#q,3129,SAT,0.03
all,(((p0&Fp1)|F(p2&G!p3))&G(p2|X!p1)&G(p1|!p3)&G(!p2|F(p2&p3))),#r#s#p#q,3148,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || (X(!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>(((p) && (q)))))))),#r#s#p#q,3148,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (X(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(((p) & (q)))))))),#r#s#p#q,3148,SAT,0.03
all,(Gp2&G(!p2|Fp3)),#r#s#p#q,3150,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](p)) && ([](((!p) || (<>(q)))))),#r#s#p#q,3150,UNSAT,0.03
NUSMV_v260,((G(p)) & (G(((!p) | (F(q)))))),#r#s#p#q,3150,SAT,0.03
all,(G!p2&G(!p3|G!p1)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3174,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3174,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3174,SAT,0.03
all,(G!p2&(F(p0&p2)|(p0&FGp1&Fp1))&G(!p3|G!p1)&G(p1|!p3)),#r#s#p#q,3180,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!q) || ([](!s))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3180,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!q) | (G(!s))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3180,SAT,0.03
all,(G!p2&(F(p0&p2)|(p0&F!p1&Fp1))&G(!p3|G!p1)&G(p1|!p3)),#r#s#p#q,3182,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!q) || ([](!s)))))),#r#s#p#q,3182,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!q) | (G(!s)))))),#r#s#p#q,3182,SAT,0.03
all,(G!p2&((p0&Fp1)|F(p2&G!p3))&G(!p3|G!p1)&G(p1|!p3)),#r#s#p#q,3188,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3188,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3188,SAT,0.03
all,((X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(!p0|(!p0&p2))&G(p1|!p3)&G(X!p2|Fp3)),#r#s#p#q,3196,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (((!r) && (p)))))) && ([](((<>(q)) || (X(!p))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,3196,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (((!r) & (p)))))) & (G(((F(q)) | (X(!p))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,3196,SAT,0.03
all,(X((p2&G!p1)|(GFp1&Gp0))&G(!p0|(!p0&p2))&G(p1|!p3)&G(X!p2|Fp3)),#r#s#p#q,3197,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (((!r) && (p)))))) && ([](((<>(q)) || (X(!p))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,3197,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (((!r) & (p)))))) & (G(((F(q)) | (X(!p))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,3197,SAT,0.03
all,(G(!p0|(!p0&p2))&G(p1|!p3)&G(X!p2|Fp3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,3205,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (((!r) && (p)))))) && ([](((<>(q)) || (X(!p))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,3205,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (((!r) & (p)))))) & (G(((F(q)) | (X(!p))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,3205,SAT,0.03
all,((F(p0&Fp1)|(p2&G!p3))&G(!p0|(!p0&p2))&G(p1|!p3)&G(X!p2|Fp3)),#r#s#p#q,3206,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (((!r) && (p)))))) && ([](((<>(q)) || (X(!p))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,3206,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (((!r) & (p)))))) & (G(((F(q)) | (X(!p))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,3206,SAT,0.02
all,(G(!p2|Fp3)&G(p3|G!p1)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3250,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3250,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3250,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3252,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,3252,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,3252,SAT,0.02
all,(G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3253,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,3253,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,3253,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3254,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,3254,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,3254,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3256,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3256,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3256,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3258,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s)))))),#r#s#p#q,3258,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s)))))),#r#s#p#q,3258,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p1)|F(p0&p2))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3260,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s)))))),#r#s#p#q,3260,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s)))))),#r#s#p#q,3260,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3261,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3261,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3261,SAT,0.03
all,(G(!p2|Fp3)&G(p3|G!p1)&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,3262,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,3262,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,3262,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3263,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,3263,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,3263,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p3|G!p1)&G(p1|!p3)),#r#s#p#q,3264,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3264,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3264,SAT,0.03
all,(G!p2&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))&G(Gp2|!p3)),#r#s#p#q,3269,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!q) || ([](p))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3269,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!q) | (G(p))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3269,SAT,0.03
all,(G!p2&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(Gp2|!p3)),#r#s#p#q,3275,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!q) || ([](p))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3275,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!q) | (G(p))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3275,SAT,0.03
all,(G!p2&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(Gp2|!p3)),#r#s#p#q,3277,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!q) || ([](p)))))),#r#s#p#q,3277,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!q) | (G(p)))))),#r#s#p#q,3277,SAT,0.03
all,(G!p2&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(Gp2|!p3)),#r#s#p#q,3283,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!q) || ([](p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3283,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!q) | (G(p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3283,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|GF!p3)&G(p1|!p3)),#r#s#p#q,3302,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](<>(!q))))))),#r#s#p#q,3302,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(F(!q))))))),#r#s#p#q,3302,SAT,0.03
all,(Gp2&G(!p2|Fp3)),#r#s#p#q,3304,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](p)) && ([](((!p) || (<>(q)))))),#r#s#p#q,3304,UNSAT,0.03
NUSMV_v260,((G(p)) & (G(((!p) | (F(q)))))),#r#s#p#q,3304,SAT,0.02
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)),#r#s#p#q,3323,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3323,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3323,SAT,0.03
all,(G(!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3361,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3361,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3361,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))&G(G!p3|G!p0)),#r#s#p#q,3366,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3366,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3366,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(G!p3|G!p0)),#r#s#p#q,3372,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3372,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3372,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(G!p3|G!p0)),#r#s#p#q,3374,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q)))))),#r#s#p#q,3374,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q)))))),#r#s#p#q,3374,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p3|G!p0)),#r#s#p#q,3380,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!r)) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3380,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!r)) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3380,SAT,0.03
all,(G(Gp3|F!p0)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3399,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((<>(!r)) || ([](q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3399,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((F(!r)) | (G(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3399,SAT,0.03
all,(G(p0|Fp3|!p2)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))&G(p2|GX!p1)),#r#s#p#q,3422,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((r) || (!p) || (<>(q))))) && ([](((p) || ([](X(!s)))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,3422,UNSAT,0.03
