tool,formula,variables,formula_id,output,time
NUSMV_v260,((G(((s) | (!q)))) & (G(((r) | (!p) | (F(q))))) & (G(((p) | (G(X(!s)))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,3422,SAT,0.03
all,(G(p0|Fp3|!p2)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(p2|GX!p1)),#r#s#p#q,3436,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((r) || (!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((p) || ([](X(!s))))))),#r#s#p#q,3436,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((r) | (!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((p) | (G(X(!s))))))),#r#s#p#q,3436,SAT,0.03
all,(((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)&G(Fp3|G!p2)),#r#s#p#q,3456,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((<>(q)) || ([](!p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3456,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((F(q)) | (G(!p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3456,SAT,0.03
all,(G!p3&G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3461,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3461,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3461,SAT,0.03
all,(G!p3&G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,3467,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3467,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3467,SAT,0.02
all,(G!p3&G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,3469,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,3469,UNSAT,0.03
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q)))))),#r#s#p#q,3469,SAT,0.03
all,(G!p3&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3475,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!q)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3475,UNSAT,0.02
NUSMV_v260,((G(!q)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3475,SAT,0.03
all,(GFp3&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G((p2&!p3)|F!p1)),#r#s#p#q,3494,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](<>(q))) && ([](((((p) && (!q))) || (<>(!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3494,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(F(q))) & (G(((((p) & (!q))) | (F(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3494,SAT,0.03
all,((!p1|(!p2&p3))&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3592,DIFF-SAT-UNSAT,no-time
SPIN_v651,((((!s) || (((!p) && (q))))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3592,UNSAT,0.03
NUSMV_v260,((((!s) | (((!p) & (q))))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3592,SAT,0.03
all,(G(!p2|Fp3)&p3&!p2),#r#s#p#q,3594,DIFF-SAT-UNSAT,no-time
SPIN_v651,((!p) && (q) && ([](((!p) || (<>(q)))))),#r#s#p#q,3594,UNSAT,0.03
NUSMV_v260,((!p) & (q) & (G(((!p) | (F(q)))))),#r#s#p#q,3594,SAT,0.02
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)),#r#s#p#q,3613,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3613,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3613,SAT,0.03
all,(G(!p0|G!p3)&G(p1|!p3)&G(Fp3|G!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3618,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((<>(q)) || ([](!p))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3618,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((F(q)) | (G(!p))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3618,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(Fp3|G!p2)),#r#s#p#q,3624,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((<>(q)) || ([](!p))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3624,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((F(q)) | (G(!p))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3624,SAT,0.03
all,((F(p0&p2)|(p0&F!p1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(Fp3|G!p2)),#r#s#p#q,3626,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((<>(q)) || ([](!p)))))),#r#s#p#q,3626,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((F(q)) | (G(!p)))))),#r#s#p#q,3626,SAT,0.03
all,(G(!p0|G!p3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(Fp3|G!p2)),#r#s#p#q,3632,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((<>(q)) || ([](!p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3632,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((F(q)) | (G(!p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3632,SAT,0.03
all,(G(!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3689,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3689,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3689,SAT,0.03
all,(G(p0|F(p0&p3)|!p2)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,3707,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((r) || (!p) || (<>(((r) && (q)))))))),#r#s#p#q,3707,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((r) | (!p) | (F(((r) & (q)))))))),#r#s#p#q,3707,SAT,0.03
all,(G(!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3746,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3746,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3746,SAT,0.03
all,(((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)&G(Fp3|G!p2)),#r#s#p#q,3765,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((<>(q)) || ([](!p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3765,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((F(q)) | (G(!p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3765,SAT,0.03
all,(GFp3&((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp2)&G(p1|!p3)),#r#s#p#q,3803,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](p))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3803,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(p))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3803,SAT,0.03
all,(G(!p0|Gp3)&G(p1|!p3)&G(F(!p1&p3)|!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3827,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!p) || (<>(((!s) && (q)))))))),#r#s#p#q,3827,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!p) | (F(((!s) & (q)))))))),#r#s#p#q,3827,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(!p0|Gp3)&G(p1|!p3)&G(F(!p1&p3)|!p2)),#r#s#p#q,3833,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!p) || (<>(((!s) && (q)))))))),#r#s#p#q,3833,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!p) | (F(((!s) & (q)))))))),#r#s#p#q,3833,SAT,0.03
all,(((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp3)&G(p1|!p3)&G(F(!p1&p3)|!p2)),#r#s#p#q,3841,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>(((!s) && (q)))))))),#r#s#p#q,3841,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(((!s) & (q)))))))),#r#s#p#q,3841,SAT,0.03
all,(G!p2&G(p0|(Gp2&Gp1))),#r#s#p#q,3843,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((r) || ((([](s)) && ([](p)))))))),#r#s#p#q,3843,UNSAT,0.02
NUSMV_v260,((G(!p)) & (G(((r) | (((G(s)) & (G(p)))))))),#r#s#p#q,3843,SAT,0.03
all,(G(!p0|Fp2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3862,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || (<>(p))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3862,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (F(p))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3862,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p1|!p0|p3)),#r#s#p#q,3884,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3884,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3884,SAT,0.04
all,(G(!p2|Fp3)&G(p0|G!p1|p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3889,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3889,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3889,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3891,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,3891,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,3891,SAT,0.03
all,((X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(!p2|Fp3)&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3892,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,3892,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,3892,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3893,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,3893,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,3893,SAT,0.03
all,(G(!p2|Fp3)&G(p0|G!p1|p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,3895,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3895,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3895,SAT,0.03
all,(G(!p2|Fp3)&G(p0|G!p1|p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,3897,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s)))))),#r#s#p#q,3897,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s)))))),#r#s#p#q,3897,SAT,0.02
all,((F(p0&p1)|F(p0&p2))&G(!p2|Fp3)&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3899,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s)))))),#r#s#p#q,3899,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s)))))),#r#s#p#q,3899,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3900,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3900,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3900,SAT,0.03
all,(G(!p2|Fp3)&G(p0|G!p1|p3)&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,3901,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,3901,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,3901,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3902,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,3902,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,3902,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p0|G!p1|p3)&G(p1|!p3)),#r#s#p#q,3903,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((r) || (q) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3903,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((r) | (q) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3903,SAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,3927,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,3927,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,3927,SAT,0.03
all,(G!p2&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,3933,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,3933,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,3933,SAT,0.03
all,(G!p2&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,3935,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q)))))),#r#s#p#q,3935,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q)))))),#r#s#p#q,3935,SAT,0.03
all,(G!p2&G(!p0|G!p3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,3941,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,3941,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,3941,SAT,0.03
all,(G(Fp3|F!p2)&G(p1|!p3)&G(!p0|(!p2&G!p1))&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,3945,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((<>(!p)) || (<>(q))))) && ([](((!r) || (((!p) && ([](!s))))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,3945,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((F(!p)) | (F(q))))) & (G(((!r) | (((!p) & (G(!s))))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,3945,SAT,0.03
all,(G(Fp3|F!p2)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(!p0|(!p2&G!p1))),#r#s#p#q,3959,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((<>(!p)) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((!r) || (((!p) && ([](!s)))))))),#r#s#p#q,3959,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((F(!p)) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((!r) | (((!p) & (G(!s)))))))),#r#s#p#q,3959,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,4003,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,4003,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,4003,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,4009,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,4009,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,4009,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,4011,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,4011,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,4011,SAT,0.03
