tool,formula,variables,formula_id,output,time
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2737,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2737,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2737,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&(F(Fp2&p0)WXF(p0&Fp1))&G(!p0|G(!p3|p2))),#r#s#p#q,2738,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || ([](((p) || (!q))))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,2738,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (G(((p) | (!q))))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,2738,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2739,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2739,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2739,SAT,0.03
all,(G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2740,DIFF,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || ([](((p) || (!q))))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,2740,TIMEOUT,300.0
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (G(((p) | (!q))))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,2740,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p1)|F(p0&p2))&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2741,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2741,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2741,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2742,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2742,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2742,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&G(!p0|G(!p3|p2))&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,2743,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q))))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2743,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q))))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2743,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2744,SAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2744,SAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2744,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p0|G(!p3|p2))),#r#s#p#q,2745,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((p) || (!q)))))))),#r#s#p#q,2745,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((p) | (!q)))))))),#r#s#p#q,2745,SAT,0.03
all,G(p1|!p3),#r#s#p#q,2746,SAT,no-time
SPIN_v651,[](((s) || (!q))),#r#s#p#q,2746,SAT,0.03
NUSMV_v260,G(((s) | (!q))),#r#s#p#q,2746,SAT,0.02
all,(GFp3&G(!p0|G!p3)&G!p2),#r#s#p#q,2747,SAT,no-time
SPIN_v651,(([](!p)) && ([](<>(q))) && ([](((!r) || ([](!q)))))),#r#s#p#q,2747,SAT,0.02
NUSMV_v260,((G(!p)) & (G(F(q))) & (G(((!r) | (G(!q)))))),#r#s#p#q,2747,SAT,0.03
all,(G!p2&GFp3&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,2748,SAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q)))))),#r#s#p#q,2748,SAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q)))))),#r#s#p#q,2748,SAT,0.02
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))&GFp3),#r#s#p#q,2749,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,2749,UNSAT,0.02
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,2749,UNSAT,0.03
all,(G(!p0|G!p3)&G!p2&((p0&Fp1)|F(p0&Xp2))&G(p1|!p3)&GFp3),#r#s#p#q,2750,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,2750,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,2750,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))&GFp3),#r#s#p#q,2751,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,2751,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,2751,UNSAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G!p2&G(!p0|G!p3)&G(p1|!p3)&GFp3),#r#s#p#q,2752,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,2752,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,2752,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&GFp3&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))),#r#s#p#q,2753,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,2753,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,2753,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&GFp3&X((p2&G!p1)|(GFp1&Gp0))),#r#s#p#q,2754,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,2754,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,2754,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))&GFp3),#r#s#p#q,2755,DIFF,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,2755,TIMEOUT,300.0
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,2755,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&GFp3),#r#s#p#q,2756,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,2756,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,2756,UNSAT,0.03
all,((F(Fp2&p0)WXF(p0&Fp1))&G!p2&G(!p0|G!p3)&G(p1|!p3)&GFp3),#r#s#p#q,2757,DIFF,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,2757,TIMEOUT,300.0
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,2757,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&GFp3),#r#s#p#q,2758,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q)))))),#r#s#p#q,2758,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q)))))),#r#s#p#q,2758,UNSAT,0.03
all,(G!p2&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(!p0|G!p3)&G(p1|!p3)&GFp3),#r#s#p#q,2759,DIFF,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,2759,TIMEOUT,300.0
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,2759,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&GFp3&(F(p0&p1)|F(p0&p2))),#r#s#p#q,2760,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q)))))),#r#s#p#q,2760,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q)))))),#r#s#p#q,2760,UNSAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G!p2&G(!p0|G!p3)&G(p1|!p3)&GFp3),#r#s#p#q,2761,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,2761,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,2761,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))&GFp3),#r#s#p#q,2762,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,2762,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,2762,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&(F(p0&Fp1)|(p2&G!p3))&GFp3),#r#s#p#q,2763,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,2763,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,2763,UNSAT,0.03
all,(G!p2&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p2&G!p3))&GFp3),#r#s#p#q,2764,UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](<>(q))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,2764,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(F(q))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,2764,UNSAT,0.03
all,G(p1|!p3),#r#s#p#q,2765,SAT,no-time
SPIN_v651,[](((s) || (!q))),#r#s#p#q,2765,SAT,0.03
NUSMV_v260,G(((s) | (!q))),#r#s#p#q,2765,SAT,0.02
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)),#r#s#p#q,2766,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((!p) || (<>(r)) || (<>(q)))))),#r#s#p#q,2766,SAT,0.02
NUSMV_v260,((((!s) | (!p))) & (G(((!p) | (F(r)) | (F(q)))))),#r#s#p#q,2766,SAT,0.02
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2767,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q)))))),#r#s#p#q,2767,SAT,0.02
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q)))))),#r#s#p#q,2767,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,2768,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,2768,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,2768,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,2769,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,2769,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,2769,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&(F(p0&Fp1)WF(p2&G!p3))),#r#s#p#q,2770,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((<>(((p) && ([](!q))))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,2770,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((F(((p) & (G(!q))))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,2770,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&X((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,2771,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,2771,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,2771,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2772,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,2772,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,2772,SAT,0.03
all,(G(Fp0|Fp3|!p2)&X((p2&G!p1)|(GFp1&Gp0))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2773,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,2773,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,2773,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&(F(p2&Gp0)|FG((p0&Fp1)|F(p0&Xp2)))),#r#s#p#q,2774,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((<>(((p) && ([](r))))) || (<>([](((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))))))),#r#s#p#q,2774,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((F(((p) & (G(r))))) | (F(G(((((r) & (F(s)))) | (F(((r) & (X(p)))))))))))),#r#s#p#q,2774,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(F(p0&p2)|(p0&FGp1&Fp1))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2775,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,2775,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,2775,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&(F(Fp2&p0)WXF(p0&Fp1))&G(p1|!p3)),#r#s#p#q,2776,DIFF,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && ((([](<>(((r) && (<>(p)))))) || (((<>(((r) && (<>(p))))) U (X(<>(((r) && (<>(s))))))))))),#r#s#p#q,2776,TIMEOUT,300.0
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((G(F(((r) & (F(p)))))) | (((F(((r) & (F(p))))) U (X(F(((r) & (F(s))))))))))),#r#s#p#q,2776,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(F(p0&p2)|(p0&F!p1&Fp1))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2777,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(r)) || (<>(q)))))),#r#s#p#q,2777,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(r)) | (F(q)))))),#r#s#p#q,2777,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2778,DIFF,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,2778,TIMEOUT,300.0
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,2778,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(F(p0&p1)|F(p0&p2))&(!p1|!p2)&G(p1|!p3)),#r#s#p#q,2779,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(r)) || (<>(q)))))),#r#s#p#q,2779,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(r)) | (F(q)))))),#r#s#p#q,2779,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&(F(p0&Fp3)|F(p2&G!p3))),#r#s#p#q,2780,SAT,no-time
SPIN_v651,((((!s) || (!p))) && ([](((s) || (!q)))) && ([](((!p) || (<>(r)) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,2780,SAT,0.03
NUSMV_v260,((((!s) | (!p))) & (G(((s) | (!q)))) & (G(((!p) | (F(r)) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,2780,SAT,0.03
all,(G(Fp0|Fp3|!p2)&(!p1|!p2)&G(p1|!p3)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,2781,SAT,no-time
